company,ram_gb,battery_mah,screen_inches,weight_grams,launch_year,price_usd,front_camera_mp,back_camera_mp,processor,_source_file,battery_efficiency
POCO,4.0,5000.0,6.58,201.0,2022.0,199,5.0,50.0,MediaTek Helio G99,Mobiles Dataset (2025) - Enhanced.csv,115.4830424700437
POCO,4.0,5000.0,6.43,178.0,2022.0,229,13.0,64.0,MediaTek Helio G95,Mobiles Dataset (2025) - Enhanced.csv,120.9338999489659
POCO,6.0,5000.0,6.67,181.0,2023.0,349,16.0,64.0,Snapdragon 7+ Gen 2,Mobiles Dataset (2025) - Enhanced.csv,112.38758431878513
POCO,8.0,5160.0,6.67,204.0,2023.0,499,20.0,64.0,Snapdragon 8+ Gen 1,Mobiles Dataset (2025) - Enhanced.csv,115.98398701698626
POCO,6.0,5000.0,6.67,189.0,2023.0,279,13.0,48.0,Snapdragon 695,Mobiles Dataset (2025) - Enhanced.csv,112.38758431878513
POCO,6.0,5000.0,6.67,181.0,2023.0,329,16.0,108.0,Snapdragon 778G,Mobiles Dataset (2025) - Enhanced.csv,112.38758431878513
POCO,6.0,5000.0,6.79,202.0,2023.0,219,8.0,50.0,Snapdragon 4 Gen 1,Mobiles Dataset (2025) - Enhanced.csv,108.45022460041514
POCO,8.0,5000.0,6.67,205.0,2024.0,399,20.0,108.0,MediaTek Dimensity 8300,Mobiles Dataset (2025) - Enhanced.csv,112.38758431878513
POCO,6.0,5000.0,6.67,190.0,2024.0,449,20.0,64.0,Snapdragon 8 Gen 2,Mobiles Dataset (2025) - Enhanced.csv,112.38758431878513
POCO,8.0,5160.0,6.67,210.0,2024.0,549,20.0,108.0,Snapdragon 8+ Gen 2,Mobiles Dataset (2025) - Enhanced.csv,115.98398701698626
POCO,4.0,5000.0,6.5,190.0,2024.0,149,5.0,50.0,MediaTek Helio G85,Mobiles Dataset (2025) - Enhanced.csv,118.34319526627219
POCO,8.0,6000.0,6.67,207.0,2025.0,399,20.0,108.0,MediaTek Dimensity 8400,Mobiles Dataset (2025) - Enhanced.csv,134.86510118254216
POCO,6.0,5110.0,6.67,198.0,2024.0,229,8.0,50.0,MediaTek Dimensity 7025,Mobiles Dataset (2025) - Enhanced.csv,114.8601111737984
Samsung,12.0,4400.0,7.6,239.0,2024.0,1719,10.0,50.0,Snapdragon 8 Gen 3,Mobiles Dataset (2025) - Enhanced.csv,76.17728531855956
Samsung,12.0,4400.0,7.6,239.0,2024.0,2259,10.0,50.0,Snapdragon 8 Gen 3,Mobiles Dataset (2025) - Enhanced.csv,76.17728531855956
