val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14
149.99090905358466,190.052269474163,220.03803792456353,250.44987199035057,299.00747954264136,349.01210597311524,399.0054830668386,450.0018560941049,529.0526312361334,649.0045959241035,790.7698548510582,899.0153432702299,1049.0014296930153,1198.9989793929178,1718.9997158561746
150.003408342404,190.06776965852794,220.0131249123372,250.47836408597942,299.0192917095922,349.0239181400661,399.01729523378947,450.0052835666781,529.0577717688168,649.0083887753884,790.7761004859289,899.0153788466042,1049.0014652693897,1198.9990381598486,1718.9994327656568
149.9665815723386,190.04509173085046,219.98789838382476,250.32561061202043,298.9828609138349,348.9858698603884,398.9792469541118,449.9668724015478,529.0438426351801,648.9972235644606,790.7697180584488,899.0089964191242,1048.9950828419094,1198.9942386803402,1718.9983186693614
150.00168019416134,190.0692384814848,219.99456876547384,250.43571764250012,298.989531295484,348.99254024203753,398.9859173357609,449.96708616774987,529.0440564013824,648.9966424914182,790.7648772280388,899.0041555887142,1048.9962947143651,1198.995172429765,1718.9981926920834
150.01037799222993,190.07650992012776,220.0071538176538,250.1954300881561,299.0007149664135,349.0038441850844,398.9992511282369,449.9957493375281,529.0465244795568,648.9975641045661,790.7641305779802,899.0065918658362,1048.9937917850434,1198.993023285419,1718.9969617964
149.98267281171246,190.04403323229087,219.99509198073542,250.42742550828942,299.0079764834317,349.01484202865197,399.00821912237535,450.00254445917415,529.0533196012025,649.0052842891726,790.7705432161273,899.016031635299,1049.0021180580845,1198.9996909485435,1719.0007620465092
150.0020281926329,190.06088153550493,220.00417028463482,250.38281882164185,299.0078128169183,349.0121610376505,399.007567980803,450.0023124581524,529.0558066854129,649.0037395140388,790.7689984409935,899.012674039725,1048.9987604625107,1198.9963333529697,1718.9962989944618
149.94018932262483,189.99590746642232,219.9794286560845,250.34788259054784,298.9678243614142,349.00584947749456,398.99922657121795,450.0018560941049,529.0526312361334,649.0045959241035,790.7698548510582,899.0153432702299,1049.0014296930153,1198.9989793929178,1718.9997158561746
150.00503595692703,190.06920120642857,220.02170572540652,250.30310156933905,299.01571181268804,349.0076888677706,399.00106596149396,449.99539129829276,529.0488855255535,649.0139310448252,790.7820063307618,899.026280439058,1049.0123668618432,1199.0120797011962,1719.0272629930917
150.00137346617961,190.06394108498543,220.0101300701396,250.4512789471659,299.0061351463724,349.00958051422555,399.00295760794893,449.9972829447477,529.0507771720085,649.0027418599785,790.7689051110912,899.0125807098226,1048.998667132608,1198.996240023067,1719.0011492316553
149.9498119203117,190.01735482444164,219.99649330499201,250.18278384581754,298.9927175239697,348.99339144474345,398.98879838789594,449.9756287330299,529.0374028119033,648.9853356405292,790.7794755326865,899.023151131418,1049.0092375542035,1199.010761305966,1719.0143876122154
150.00103911912032,190.06096535669082,220.00485284872158,250.0421049914303,299.0060156248732,349.0103638456054,399.0057707887579,450.0022689980491,529.0557632253102,649.0036960539361,790.7702625273502,899.0127238152062,1048.998810237991,1198.997643458543,1719.0183721601086
149.99726127801176,190.0648041821417,220.00475065709034,250.17651678654624,298.9935506912866,348.99423050912276,398.98963745227525,449.9790717592355,529.0421447498297,648.9931843748391,790.754719724017,898.9971810118732,1048.9849305670768,1198.9847863852144,1718.9886672983184
150.00080924967438,190.06533015429335,219.9974828262185,250.4270330989162,298.9820292706993,348.98609760403104,398.9794746977544,449.974894665869,529.0413151798747,648.9979331292548,790.7481251767011,898.9704056025126,1048.9654317800719,1199.0053851152647,1718.9975364491606
150.04156841250244,190.10592972862634,220.08185860618374,250.2134905049362,299.00632968502623,348.99789296838685,398.99329991153934,449.9897981208305,529.0405732628594,648.9916128878688,790.7581793612828,899.0006406491389,1048.9878405683462,1198.9870720687218,1718.9913756780877
149.93888706680414,190.00340797142312,219.93913961310872,250.3642308917332,298.9720819574878,348.9779191038047,398.9712961975281,449.96671616564265,529.0331366796484,648.9897546290284,790.7399466764748,898.9622271022863,1048.9572532798452,1198.989635390584,1718.992069357023
149.9784615080443,190.04282282416818,220.02298422250686,250.4402572848373,299.01876477528367,349.02117180174054,399.0145488954639,450.0042909602943,529.0567791624333,649.0073961690049,790.7744239020402,899.0137022627156,1048.9997886855008,1198.998316321434,1718.9997149859016
150.01538876516238,190.0764202223563,220.02312595937119,250.458917738807,299.0168633333796,349.02372887859985,399.01710597232324,450.00509430521186,529.0603015925828,649.0109185991545,790.7786303096949,899.0179086703703,1049.0039950931555,1199.0012898605835,1719.0007107581932
149.8504181731528,189.9061363169503,219.88094365816724,250.11551333507134,298.8796957830736,348.9360949213435,398.97540656997137,449.9904010593056,529.0489937137341,649.0040651980877,790.769547355002,899.0132229537335,1049.000422872941,1198.998676437286,1719.002174275252
150.00399874315863,190.06836005928258,220.0133690876538,250.0696105471156,299.00601107220405,349.0099781048517,399.0053850480042,450.0001295253536,529.0536237526143,649.0015565812402,790.7673714089423,899.0110470076737,1048.9971334304594,1198.9950119055372,1718.997055634839
150.00868095546488,190.0730422715888,220.01586444785877,250.30308842882545,299.0071220657353,349.01398761095555,399.00736470467893,450.00561345362723,529.0591076808882,649.0101473058976,790.7773977568168,899.0198590446728,1049.0070589638792,1198.997099802632,1719.0006073938202
150.09632630812993,190.15504534747302,220.10621725722473,250.49862890533683,299.1236229006133,349.1403106350624,399.1336877287858,450.1216760616744,529.1724512037028,649.1203840323287,790.8856429592835,899.1293185580149,1049.1154049808001,1199.112977871259,1719.10341650883
149.99409244497718,190.0584537611011,220.00380901491036,250.44854872678565,298.9992029182418,349.0003132603152,398.99572020346767,449.99046468081707,529.0429528829557,648.9935698895273,790.7621859242256,899.001464284901,1048.9875507076868,1198.9851235981457,1718.990527810563
149.94674142603435,190.00245956983184,219.98184468128625,250.21097536164697,298.97640607915747,348.9984194329504,398.9917965266738,449.99442604956073,529.0452011915893,649.0002726759428,790.767523126862,899.0117972351583,1048.9989971543655,1198.9972507187103,1718.9997001713919
149.8690935495115,189.92481169330898,219.89961903452595,249.9413601156009,298.89837115943243,348.9343694428987,398.97571094095565,450.0025427408186,529.0566215397839,649.0116930241375,790.7816671661932,899.0253427649246,1049.012542684132,1199.0117741845077,1719.0168127163845
149.99833884909518,190.06448616018653,220.0103289199027,250.06746848288168,299.00386900797014,349.0078360406178,399.0032429837703,449.9979874611197,529.0514816883804,648.9994145170062,790.7652293447084,899.0089049434398,1048.9949913662256,1198.9928698413034,1718.9990322360893
149.94704107887034,190.0027592226679,219.95768540094838,250.3216503970455,298.98346009154875,349.00014782599783,398.9935249197212,449.9941067521407,529.0448818941691,648.9968465821391,790.7621055090939,899.0075939282656,1048.993680351051,1198.9912532415099,1718.9923243394755
149.98064448622597,190.03636263002352,219.9802501220543,250.20837507520838,298.99340156491485,349.0139177069048,399.0093246500573,450.00990648247677,529.0606816245054,649.0126463124755,790.7779052394302,899.0215808381616,1049.0076672609468,1199.0052401514058,1718.9961097087694
